year,life_expectancy,undernourishment,CO2,health_expenditure,education_expenditure,unemployment,sanitation,country_id,continent_id,income_group_id
2005,72.83414634146342,2.5,50689.998626709,8.27808189,,20.8500003814697,20.9923978,145,2,2
2005,51.686,,910.000026226044,,,12.1129999160767,,146,1,0
2005,64.659,9.0,79.9999982118607,11.51630402,4.85645008087158,16.4699993133545,18.07229649,147,1,1
2005,68.877,9.7,1690.00005722046,5.61497545,,9.38300037384033,30.12066231,148,3,2
2005,77.61219512195122,2.5,15920.0000762939,7.99595737,5.60408020019531,6.51000022888184,35.40524102,149,2,3
2005,80.54634146341465,2.5,50209.9990844727,8.1508379,6.5064001083374,7.48999977111816,93.32304405,150,2,3
2005,42.518,9.2,660.000026226044,7.37623358,6.48462009429932,27.0650005340576,,151,1,1
2005,72.13170731707318,,379.999995231628,4.97854805,,,,152,1,3
2005,48.549,37.8,479.999989271164,4.84111404,1.69476997852325,0.871999979019165,8.712721622,153,1,0
2005,54.602,27.7,1750.0,3.30243444,3.15978002548218,4.21799993515015,6.445433433,154,1,0
2005,72.099,11.9,217770.004272461,3.15972233,3.93859004974365,1.35000002384186,20.83306438,155,0,2
2005,66.08,,2470.00002861023,5.21024704,3.51213002204895,13.1280002593994,,156,0,1
2005,65.017,4.2,50590.0001525879,9.55530357,,7.49900007247925,,157,0,2
2005,69.836,,129.999995231628,4.51536036,,2.49499988555908,33.78822907,158,4,2
2005,70.691,11.1,17590.0001525879,4.43451166,,7.94999980926514,,159,5,3
2005,74.217,4.3,22969.9993133545,5.3973608,6.4515700340271,12.8699998855591,60.22148683,160,1,1
2005,,,9.99999977648258,11.35907459,,,4.744718833,161,4,2
2005,54.349,28.4,5659.99984741211,6.32282591,3.54625010490417,3.2260000705719,10.88696901,162,1,1
2005,51.676,,2019.99998092651,5.80522776,2.90000009536743,1.89999997615814,,163,1,0
2005,67.95682926829268,2.5,295410.003662109,6.3461585,5.84819984436035,7.17999982833862,44.28034585,164,2,1
2005,75.826,3.9,5420.00007629395,7.75686073,2.71475005149841,12.0100002288818,,165,3,3
2005,77.48780487804878,2.5,5753490.234375,14.60504532,,5.07999992370605,97.8283804,166,5,3
2005,68.407,14.7,119190.002441406,5.06766796,,7.09299993515015,,167,0,1
2005,74.092,15.5,92370.002746582,4.01387453,,2.09500002861023,,168,0,1
2005,68.35,6.9,70.0000002980232,3.30528617,,1.73399996757507,,169,4,1
2005,70.374,3.4,209.999993443489,4.76252794,,5.29400014877319,48.06377249,170,4,1
2005,53.447,3.4,377649.993896484,7.68997431,4.52449989318848,29.1200008392334,,171,1,2
2005,48.496,,2289.99996185303,6.86332226,1.73553001880646,15.8999996185303,,172,1,0
2005,43.241,,10510.0002288818,,,4.53800010681152,30.13274429,173,1,1
2006,58.826,33.3,1759.99999046326,10.62276554,2.90000009536743,11.0989999771118,,0,0,0
2006,51.143,49.3,16559.9994659424,2.68553662,2.28146004676819,3.85800004005432,,1,1,1
2006,75.423,8.8,4010.00022888184,6.00927734,3.1914598941803,15.6300001144409,42.39121173,2,2,2
2006,,,550.000011920929,5.06450415,2.24489998817444,,57.71178438,3,2,3
2006,75.573,8.3,121559.997558594,2.3254137,,2.93700003623962,74.56568765,4,0,3
2006,74.62,3.4,154899.993896484,7.64032841,4.12821006774902,10.0799999237061,49.11201065,5,3,2
2006,72.716,9.3,4489.99977111816,5.85007095,2.71577000617981,9.99699974060059,48.09726053,6,0,2
2006,,,,,14.7170495986938,,,7,4,2
2006,75.204,,439.999997615814,4.63347101,,,,8,5,3
2006,81.04146341463415,2.5,375489.990234375,7.98943853,4.74065017700195,4.78000020980835,60.72271904,9,4,3
2006,79.88048780487806,2.5,74099.9984741211,9.5311327,5.22652006149292,5.23999977111816,99.66108998,10,2,3
2006,69.259,2.8,30489.9997711182,2.06678391,2.55552005767822,6.61999988555908,23.68295256,11,0,2
2006,54.163,,180.000007152557,9.94232273,,1.61199998855591,,12,1,0
2006,79.38048780487804,2.5,108650.001525879,9.16102505,,8.25,76.48826649,13,2,3
2006,57.817,11.0,3470.00002861023,2.97331023,2.56340003013611,0.860000014305115,,14,1,1
2006,54.063,17.1,1240.00000953674,4.51446247,3.98218989372253,3.65499997138977,,15,1,0
2006,68.213,13.8,35900.0015258789,2.48439622,2.13128995895386,3.58999991416931,24.14787637,16,0,1
2006,72.61219512195122,5.1,48950.0007629395,6.52544594,3.90346002578735,8.94999980926514,50.16856971,17,2,2
2006,75.478,,22489.9997711182,3.06248927,2.87440991401672,1.09700000286102,75.45579717,18,0,3
2006,75.342,2.5,17909.9998474121,9.17218685,,31.1100006103516,20.77816248,19,2,2
2006,69.40487804878049,2.5,59119.9989318848,5.57381344,6.07696008682251,8.39999961853027,82.39375312,20,2,2
2006,70.286,5.8,509.999990463257,4.56418276,,9.39000034332275,,21,5,2
2006,78.8878048780488,,,,,,,22,5,3
2006,65.853,24.6,11229.9995422363,4.6608758,,2.57599997520447,33.43165522,23,3,1
2006,72.26,6.2,335619.995117188,8.24952602,4.87060022354126,8.64000034332275,38.23827901,24,3,2
2006,78.009,5.3,1470.00002861023,6.58324289,,8.72999954223633,,25,5,3
2006,66.031,,319.999992847443,4.35658741,,3.13000011444092,64.44166271,26,0,1
2006,53.435,22.3,4090.00015258789,4.77373314,,17.7800006866455,,27,1,2
2006,45.158,37.7,230.000004172325,4.44105434,1.41506004333496,5.65899991989136,18.69190459,28,1,0
2006,80.34390243902439,2.5,540530.029296875,9.34210205,,6.32000017166138,79.28068911,29,5,3
2006,81.49024390243903,2.5,45479.9995422363,9.53341675,4.81757020950317,4.0,99.61636646,30,2,3
2006,77.865,3.1,57150.0015258789,6.03516722,3.02152991294861,9.02000045776367,56.3840428,31,3,3
2006,73.271,6.1,6437470.21484375,3.94742227,2.44000005722046,4.42999982833862,23.71607541,32,0,2
2006,50.561,17.6,5699.99980926514,4.76330471,2.8199999332428,5.91800022125244,,33,6,1
2006,53.215,14.1,5090.00015258789,4.02897263,2.53991007804871,3.73099994659424,,34,1,1
2006,74.5,11.4,57689.998626709,6.33551502,3.91671991348267,11.289999961853,16.15180472,35,3,2
2006,60.407,,170.000001788139,5.77074194,,5.27500009536743,,36,1,1
2006,78.239,3.9,6559.99994277954,6.93530893,4.61613988876343,5.73999977111816,37.39354309,37,5,2
2006,77.864,2.5,26780.0006866455,8.2719059,9.05716991424561,1.9099999666214,39.2308363,38,5,2
2006,78.764,7.5,8000.0,5.46357489,6.3302698135376,4.53999996185303,76.33498189,39,0,3
2006,79.1317073170732,2.5,814409.973144531,10.17961693,4.2939600944519,10.25,96.11381657,40,2,3
2006,58.34,27.3,430.000007152557,3.48426819,8.27877998352051,27.5739994049072,26.52365326,41,1,1
2006,,5.0,170.000001788139,4.78092194,,,,42,5,2
2006,78.09512195121954,2.5,58130.0010681152,9.16879559,7.72990989685059,3.90000009536743,86.80213609,43,2,3
2006,71.041,16.4,20370.0008392334,3.99365425,,5.65000009536743,,44,5,2
2006,73.521,6.4,99809.9975585938,3.35510182,4.61999988555908,12.2700004577637,20.52313972,45,1,1
2006,74.319,22.8,30129.9991607666,5.70302916,,3.54999995231628,40.45062481,46,3,2
2006,59.487,,519.999980926514,6.85840559,2.12700009346008,5.26000022888184,,47,1,0
2006,80.8219512195122,2.5,341779.998779297,7.82912683,4.1848201751709,8.44999980926514,93.76319903,48,2,3
2006,72.69146341463414,2.5,15979.9995422363,4.76530361,,5.90999984741211,92.61824286,49,2,3
2006,57.334,35.6,5400.00009536743,4.45757294,5.49096012115479,2.47000002861023,3.588700651,50,1,0
2006,79.21463414634147,2.5,67019.9966430664,8.2841177,5.92838001251221,7.71999979019165,81.53092822,51,2,3
2006,66.362,3.7,1379.99999523163,3.34798169,5.6553201675415,3.95900011062622,,52,4,2
2006,80.81219512195123,2.5,371549.987792969,10.38566494,,8.44999980926514,79.08039447,53,2,3
2006,58.641,14.8,5440.00005722046,3.14508867,,17.6709995269775,,54,1,2
2006,79.2487804878049,2.5,542059.997558594,8.60818768,4.97325992584229,5.34999990463257,97.82428066,55,2,3
2006,70.635,4.0,4699.99980926514,7.63208055,3.00364995002747,13.5699996948242,43.71899995,56,0,2
2006,59.234,10.6,8510.00022888184,3.68296194,5.25982999801636,4.6399998664856,6.747471971,57,1,1
2006,54.052,,1899.99997615814,3.61069894,,4.69899988174438,,58,1,0
2006,52.691,,219.999998807907,7.28979492,,6.14099979400635,5.58080601,59,1,0
2006,54.638,,9369.99988555908,1.51855373,,8.70899963378906,,60,1,2
2006,79.43902439024392,2.5,100699.996948242,8.25866985,,9.01000022888184,81.16238664,61,2,3
2006,73.125,,259.999990463257,5.11352158,,,,62,5,2
2006,68.66658536585366,,,,,,85.9105586,63,5,3
2006,70.082,17.8,11520.0004577637,6.36372948,3.03285002708435,3.06100010871887,,64,5,2
2006,76.966,,,,,7.40000009536743,,65,4,3
2006,66.972,7.1,1330.00004291534,3.93144441,3.11891007423401,10.6999998092651,,66,3,2
2006,72.285,21.8,7969.99979019165,7.86318684,,3.5699999332428,43.77909775,67,5,1
2006,75.8368292682927,2.5,21610.0006103516,6.97907209,,11.1300001144409,78.2215456,68,2,3
2006,59.028,51.9,1720.00002861023,3.53148794,,15.6909999847412,,69,5,1
2006,73.09756097560977,2.5,55459.9990844727,7.78737354,5.28811979293823,7.48999977111816,67.85382797,70,2,3
2006,67.717,19.0,364470.001220703,2.6194644,,7.55000019073486,,71,0,1
2006,64.918,19.6,1215209.9609375,3.63477802,3.14284992218018,5.60099983215332,17.27038835,72,0,1
2006,79.24146341463415,2.5,47259.9983215332,7.51655483,4.54742002487183,4.40999984741211,63.46257184,73,2,3
2006,68.157,18.0,82959.9990844727,2.42247868,,8.65200042724609,35.89458233,74,0,2
2006,81.15853658536587,2.5,2329.99992370605,8.55709076,7.19521999359131,2.82999992370605,54.19795186,75,2,3
2006,80.55365853658537,2.5,64330.0018310547,6.9061389,5.75635004043579,10.710000038147,84.36451618,76,0,3
2006,81.28292682926829,2.5,466649.993896484,8.43673038,4.52545022964478,6.78000020980835,95.66858102,77,2,3
2006,74.143,7.7,12060.0004196167,4.20788145,,10.3199996948242,,78,5,2
2006,72.763,5.7,20170.0000762939,7.81179047,4.65999984741211,14.0,76.95676665,79,0,2
2006,82.3219512195122,2.5,1189520.01953125,7.68688822,3.27667999267578,4.19000005722046,75.66187689,80,0,3
2006,66.15,6.3,185300.003051758,3.39824939,2.62678003311157,7.78999996185303,,81,0,2
2006,56.093,26.1,9300.00019073486,5.87344933,7.04983997344971,2.90700006484985,,82,1,1
2006,63.927,15.6,2960.00003814697,6.11896086,,1.20899999141693,,83,0,1
2006,64.712,5.5,70.0000002980232,11.57650661,,,20.45136685,84,4,1
2006,73.66,2.5,72430.0003051758,1.82130992,3.75997996330261,1.29999995231628,100.0,85,0,3
2006,77.26,10.5,16229.9995422363,8.66051579,2.77975988388062,8.68299961090088,11.11327609,86,0,1
2006,56.4,35.3,689.999997615814,8.4906292,,2.19899988174438,,87,1,0
2006,72.063,,52919.9981689453,2.51467609,,19.4130001068115,23.63414657,88,1,2
2006,74.904,13.2,12399.9996185303,3.97986174,2.32999992370605,6.5,,89,0,1
2006,42.595,12.8,430.000007152557,6.11966419,11.2712802886963,30.4619998931885,20.27141358,90,1,1
2006,71.05609756097562,2.5,13020.0004577637,5.84418154,4.82572984695435,5.78000020980835,82.32002187,91,2,3
2006,79.2878048780488,2.5,11720.0002670288,6.70838261,,4.73000001907349,91.08059966,92,2,3
2006,70.8658536585366,2.5,8199.99980926514,5.71834707,4.68466997146606,7.03000020980835,54.03975499,93,2,3
2006,72.403,5.6,45000.0,4.94123936,,9.67000007629395,34.83066006,94,1,1
2006,,,,2.01949477,,,100.0,95,2,3
2006,68.022,,7980.00001907349,10.54445267,7.49899005889893,7.38000011444092,,96,2,2
2006,61.65,31.0,1639.99998569489,5.07627583,2.83097004890442,2.93899989128113,5.627827693,97,1,0
2006,74.138,,870.000004768372,8.04819012,4.64523983001709,9.1560001373291,,98,0,2
2006,75.296,4.1,448299.987792969,5.65525532,4.69992017745972,3.5699999332428,25.87350566,99,5,2
2006,,,140.000000596046,22.0241642,,,,100,4,2
2006,73.89512195121952,4.4,9220.00026702881,7.38314629,,36.0299987792969,12.87573946,101,2,2
2006,52.839,11.9,1889.99998569489,5.45588827,,10.6990003585815,10.07965255,102,1,0
2006,79.43902439024392,2.5,2650.00009536743,8.80992031,,6.80000019073486,91.86797469,103,2,3
2006,61.938,24.5,9970.00026702881,2.25168705,,0.676999986171722,60.46931151,104,0,1
2006,73.8390243902439,3.1,2180.0000667572,,,25.1030006408691,28.13976648,105,2,2
2006,65.538,27.4,12420.0000762939,3.74971414,,7.125,37.55119239,106,0,1
2006,,,,,,,,107,4,3
2006,50.641,32.4,1860.00001430511,4.10098362,3.87146997451782,3.03900003433228,,108,1,0
2006,61.552,8.8,1730.00001907349,2.70253325,1.95851004123688,9.73200035095215,,109,1,1
2006,72.43219512195122,5.0,3299.99995231628,3.65428853,3.69751000404358,9.03999996185303,,110,1,2
2006,49.118,20.8,779.999971389771,6.91642094,,5.84899997711182,20.68696236,111,1,0
2006,73.744,3.4,174100.006103516,3.10897732,4.48576021194458,3.30999994277954,66.86934744,112,0,2
2006,51.609,20.1,2529.99997138977,10.13995361,6.03171014785767,22.1439990997314,,113,1,2
2006,54.18,,750.0,5.80891418,2.55852007865906,2.6489999294281,9.814903939,114,1,0
2006,48.812,6.7,88769.9966430664,4.25775146,,3.85599994659424,23.26927858,115,1,1
2006,71.436,22.2,4550.00019073486,6.35756493,,5.30999994277954,,116,5,1
2006,79.69756097560976,2.5,163699.996948242,9.08058071,5.04402017593384,5.0,97.45222194,117,2,3
2006,80.34390243902439,2.5,37200.0007629395,7.91272211,6.3827600479126,3.40000009536743,60.5748373,118,2,3
2006,65.773,15.9,2619.99988555908,3.5361805,3.60536003112793,1.39300000667572,19.56614071,119,0,1
2006,,,50.0000007450581,12.41761684,,,,120,4,3
2006,80.04878048780489,2.5,34270.0004577637,8.63841629,5.95276021957397,3.85999989509583,77.71095374,121,4,3
2006,74.577,9.6,39189.998626709,2.31092191,3.85933995246887,4.15399980545044,,122,0,3
2006,64.176,16.4,132479.995727539,3.00717139,2.39550995826721,0.579999983310699,,123,0,1
2006,76.06,18.5,7489.99977111816,6.45193529,,3.70000004768372,,124,5,3
2006,73.222,15.7,30840.0001525879,4.4095645,2.65281009674072,4.17999982833862,21.47624975,125,3,2
2006,69.233,13.2,69470.0012207031,3.77762771,2.42579007148743,4.05000019073486,45.2703069,126,0,1
2006,,,250.0,9.66567612,,,,127,4,2
2006,60.836,27.3,4780.00020980835,2.42600322,,2.35500001907349,,128,4,1
2006,75.1439024390244,2.5,314089.996337891,5.80280542,5.20765018463135,13.8400001525879,83.06255315,129,2,3
2006,78.41634146341464,,,,,11.0100002288818,32.52521173,130,5,3
2006,78.41951219512195,2.5,60450.0007629395,9.35422611,4.90767002105713,7.65000009536743,57.72654394,131,2,3
2006,71.862,9.7,3950.00004768372,5.01927567,,5.28000020980835,49.38019903,132,3,2
2006,78.425,,43770.0004577637,2.28806424,,0.870000004768372,71.1,133,0,3
2006,72.16341463414635,2.5,99260.0021362305,5.07106066,4.30650997161865,7.26999998092651,55.27869633,134,2,3
2006,57.083,33.7,550.000011920929,7.58474445,,0.986000001430511,,135,1,0
2006,73.355,4.5,335440.002441406,3.61922503,5.89117002487183,6.25,42.13078879,136,0,3
2006,60.969,17.6,12899.9996185303,4.88544321,1.55353999137878,14.8879995346069,,137,1,0
2006,61.365,16.5,5570.00017166138,3.76337719,3.82137989997864,10.0299997329712,16.02363923,138,1,1
2006,80.14146341463415,,37169.9981689453,2.9347465,2.85911989212036,4.48000001907349,100.0,139,0,3
2006,69.462,12.8,340.000003576279,8.00584602,,1.82200002670288,,140,4,1
2006,45.517,43.7,589.999973773956,10.39398956,,3.67199993133545,10.33220732,141,1,0
2006,70.333,9.4,7239.99977111816,7.92342138,3.49298000335693,6.57000017166138,,142,5,1
2006,,,,4.95809364,,,70.3715,143,2,3
2006,52.669,70.9,579.999983310699,,,19.0139999389648,19.56878562,144,1,0
2006,73.38536585365854,2.5,53009.9983215332,8.48804665,,20.8500003814697,20.71626171,145,2,2
2006,52.315,,1000.0,,,12.1099996566772,,146,1,0
2006,65.27,9.0,79.9999982118607,8.27670765,4.27118015289307,16.6499996185303,19.14245417,147,1,1
2006,69.227,8.8,1529.99997138977,6.27044153,,9.19200038909912,29.81153185,148,3,2
2006,78.08658536585367,2.5,16290.0009155273,7.82322741,5.59066009521484,5.94999980926514,37.72338126,149,2,3
2006,80.7487804878049,2.5,48900.0015258789,8.05226517,6.36429023742676,7.07000017166138,93.39504292,150,2,3
2006,42.733,10.2,649.999976158142,7.82560015,6.55475997924805,27.6399993896484,,151,1,1
2006,72.21707317073172,,389.999985694885,4.67937088,4.77012014389038,,,152,1,3
2006,48.907,38.4,509.999990463257,4.86643219,,0.910000026226044,8.735437119,153,1,0
2006,55.052,27.2,1570.00005245209,3.44604039,3.43500995635986,4.23000001907349,6.625022051,154,1,0
2006,72.499,10.6,219880.004882813,3.09970856,4.05038022994995,1.22000002861023,21.170625,155,0,2
2006,66.771,,2690.00005722046,5.03254747,3.40350008010864,12.7430000305176,,156,0,1
2006,65.354,4.0,51919.9981689453,8.41321373,,6.61100006103516,,157,0,2
2006,69.852,,150.000005960464,5.59165668,,1.0900000333786,34.3381525,158,4,2
2006,70.952,10.5,20059.9994659424,4.15432024,,6.26999998092651,,159,5,3
2006,74.391,4.3,23899.9996185303,5.38218164,6.43879985809326,12.5100002288818,61.57709816,160,1,1
2006,,,9.99999977648258,13.37901974,,,5.041499462,161,4,2
2006,55.119,25.9,6050.00019073486,7.59827995,3.00991988182068,3.29999995231628,12.14439713,162,1,1
2006,52.784,,2400.00009536743,6.46337509,2.50999999046326,2.28699994087219,,163,1,0
2006,68.07756097560977,2.5,303989.990234375,6.41695166,5.97945976257324,6.80999994277954,44.76659008,164,2,1
2006,76.046,3.7,6329.99992370605,7.74287415,2.88025999069214,10.8400001525879,,165,3,3
2006,77.68780487804878,2.5,5653080.078125,14.71834183,,4.61999988555908,97.89264968,166,5,3
2006,68.676,12.6,127360.000610352,5.03525591,,6.02699995040894,,167,0,1
2006,74.295,15.3,94870.002746582,4.24659586,,2.08699989318848,,168,0,1
2006,68.515,6.4,70.0000002980232,3.32175636,,1.68400001525879,,169,4,1
2006,70.642,3.8,200.000002980232,5.01838207,,5.42199993133545,48.23681677,170,4,1
2006,53.795,3.5,379790.008544922,7.6922164,4.52651977539063,28.3400001525879,,171,1,2
2006,49.757,,2180.0000667572,5.87367344,,13.2449998855591,,172,1,0
2006,43.853,,9829.99992370605,,,4.68100023269653,29.83106015,173,1,1
2007,59.375,29.8,1769.99998092651,9.90467453,2.84999990463257,11.3009996414185,,0,0,0
2007,52.177,46.1,16969.9993133545,2.97438812,2.92000007629395,3.82100009918213,,1,1,1
2007,75.646,8.3,4139.9998664856,6.31683397,3.27592992782593,15.9700002670288,42.8911399,2,2,2
2007,,,540.000021457672,5.0283227,2.10469007492065,,64.89640615,3,2,3
2007,75.767,8.1,131830.001831055,2.56569624,,2.87199997901917,76.11856186,4,0,3
2007,74.787,3.3,162809.997558594,7.83455086,4.46260023117065,8.47000026702881,49.32598106,5,3,2
2007,72.815,6.9,5199.99980926514,5.49814558,3.01893997192383,9.8100004196167,49.52207905,6,0,2
2007,,,,,,,,7,4,2
2007,75.376,,460.00000834465,4.44986248,,,,8,5,3
2007,81.29268292682927,2.5,385750.0,8.06755352,4.65621995925903,4.38000011444092,61.68963157,9,4,3
2007,80.18048780487806,2.5,71239.9978637695,9.53209686,5.14690017700195,4.8600001335144,99.6570275,10,2,3
2007,69.752,2.5,27629.9991607666,1.99021435,2.5492799282074,6.32999992370605,24.18673445,11,0,2
2007,54.944,,180.000007152557,10.58081913,,1.62699997425079,,12,1,0
2007,79.7829268292683,2.5,104589.996337891,9.16611385,,7.46000003814697,77.3693425,13,2,3
2007,58.255,10.1,4000.0,2.8938241,2.36331009864807,0.894999980926514,,14,1,1
2007,54.841,16.0,1409.9999666214,5.23372936,4.07983016967773,3.29999995231628,,15,1,0
2007,68.648,13.9,37990.0016784668,2.55897784,2.20221996307373,4.1269998550415,25.22124717,16,0,1
2007,72.66341463414635,4.6,52599.9984741211,6.16035938,3.68264007568359,6.88000011444092,50.04006087,17,2,2
2007,75.625,,23000.0,3.30373311,2.57500004768372,1.08800005912781,76.66972285,18,0,3
2007,75.498,2.5,18889.9993896484,9.5306015,,28.9799995422363,21.39091474,19,2,2
2007,70.20731707317074,2.5,57650.0015258789,5.69203281,5.15210008621216,7.6729998588562,81.72436819,20,2,2
2007,70.636,6.6,529.999971389771,5.32664824,,8.51000022888184,,21,5,2
2007,78.93414634146342,,,,,,,22,5,3
2007,66.395,23.9,12079.9999237061,4.6968894,,2.64599990844727,34.72125995,23,3,1
2007,72.618,5.6,352559.997558594,8.20183945,4.97425985336304,8.32999992370605,38.64646748,24,3,2
2007,78.097,5.3,1480.00001907349,6.05583191,5.22038984298706,7.40999984741211,,25,5,3
2007,66.709,,319.999992847443,4.09022331,,3.70000004768372,64.71078133,26,0,1
2007,54.983,22.2,4320.00017166138,5.33311653,8.85149002075195,17.2049999237061,,27,1,2
2007,45.636,35.7,239.999994635582,4.7185154,1.31332004070282,5.60599994659424,18.29993339,28,1,0
2007,80.54390243902441,2.5,571630.004882813,9.44500446,4.7664098739624,6.03999996185303,79.67517216,29,5,3
2007,81.74146341463415,2.5,43540.0009155273,9.36357594,4.55798006057739,3.65000009536743,99.61664303,30,2,3
2007,78.099,3.1,64569.9996948242,6.17537546,3.21378993988037,8.43000030517578,57.98429897,31,3,3
2007,73.553,5.0,6993180.17578125,3.67491436,2.70000004768372,4.34999990463257,26.41296376,32,0,2
2007,51.091,17.9,5659.99984741211,4.55253553,3.01613998413086,6.14499998092651,,33,6,1
2007,53.681,12.6,6130.00011444092,3.95940948,2.87815999984741,3.05999994277954,,34,1,1
2007,74.732,11.0,59180.0003051758,6.49102831,4.08301019668579,10.25,16.31305899,35,3,2
2007,60.734,,109.999999403954,5.41753864,,5.64300012588501,,36,1,1
2007,78.362,3.8,7599.99990463257,6.99642754,4.6345100402832,4.48999977111816,37.12573148,37,5,2
2007,78.019,2.5,27680.0003051758,10.96749115,11.8682098388672,1.78999996185303,38.91853778,38,5,2
2007,78.91,6.9,8310.0004196167,5.35744858,6.28082990646362,3.92000007629395,76.38323768,39,0,3
2007,79.53414634146343,2.5,783799.987792969,10.05104923,4.36679983139038,8.65999984741211,96.20450442,40,2,3
2007,58.719,25.1,469.999998807907,3.41498637,8.40625,27.4440002441406,27.33966721,41,1,1
2007,,4.6,180.000007152557,4.79109907,,,,42,5,2
2007,78.19512195121952,2.5,53409.9998474121,9.3251543,7.61560010910034,3.79999995231628,86.8021387,43,2,3
2007,71.304,16.2,20629.9991607666,4.20731974,2.04678988456726,5.15999984741211,,44,5,2
2007,73.936,5.9,102750.0,3.8214159,4.96000003814697,13.789999961853,20.3548293,45,1,1
2007,74.514,22.1,30639.9993896484,5.33981323,,3.14000010490417,40.60666183,46,3,2
2007,60.243,,509.999990463257,5.27863026,,5.24900007247925,,47,1,0
2007,80.87317073170732,2.5,354679.992675781,7.9183569,4.25404977798462,8.22999954223633,93.95387551,48,2,3
2007,72.81463414634148,2.5,19979.9995422363,4.98330879,4.61990976333618,4.59000015258789,92.63976233,49,2,3
2007,58.467,35.0,5960.00003814697,5.00128365,5.45112991333008,2.43499994277954,3.818593969,50,1,0
2007,79.26341463414636,2.5,65099.9984741211,8.083593370000001,5.67125988006592,6.84999990463257,81.78782858,51,2,3
2007,66.413,3.7,1259.99999046326,3.41514993,5.89472007751465,4.10799980163574,,52,4,2
2007,81.11219512195123,2.5,362829.986572266,10.31564426,,7.65999984741211,79.04058726,53,2,3
2007,59.229,15.9,4940.00005722046,3.16386676,,18.2840003967285,,54,1,2
2007,79.44878048780488,2.5,530500.0,8.7854166,4.90883016586304,5.26000022888184,97.8502224,55,2,3
2007,70.765,4.0,5630.00011444092,7.4351778,2.69687008857727,13.2799997329712,43.0068027,56,0,2
2007,59.741,9.4,9119.99988555908,3.81368589,5.51986980438232,4.84299993515015,7.218545628,57,1,1
2007,54.864,,1980.00001907349,3.43232441,,4.6710000038147,,58,1,0
2007,53.136,,230.000004172325,7.2952776,,6.05600023269653,6.00148721,59,1,0
2007,54.842,,8539.99996185303,1.57114804,,8.64700031280518,,60,1,2
2007,79.43902439024392,2.5,104309.997558594,8.39808178,,8.39999961853027,81.82778827,61,2,3
2007,73.096,,280.000001192093,5.23867893,,,,62,5,2
2007,69.37268292682927,,,,,,85.91055588,63,5,3
2007,70.409,18.2,12409.9998474121,6.19192553,3.08808994293213,3.10899996757507,,64,5,2
2007,77.227,,,,,8.30000019073486,,65,4,3
2007,67.247,7.5,1610.00001430511,4.28126192,2.39117002487183,10.9569997787476,,66,3,2
2007,72.544,21.0,8539.99996185303,8.08494949,,3.21000003814697,44.29078042,67,5,1
2007,75.70560975609757,2.5,22879.9991607666,7.47507524,3.9408700466156,9.90999984741211,78.28044247,68,2,3
2007,59.408,50.1,2049.99995231628,3.72829294,,16.7999992370605,,69,5,1
2007,73.15121951219513,2.5,53849.9984741211,7.21529293,5.13345003128052,7.40999984741211,69.57845454,70,2,3
2007,68.105,18.5,379959.991455078,2.82385564,3.04425001144409,8.0600004196167,,71,0,1
2007,65.35,17.5,1336739.99023438,3.51754165,,5.57200002670288,19.28393109,72,0,1
2007,79.64146341463415,2.5,46360.0006103516,7.80535555,4.71541023254395,4.98000001907349,65.12448024,73,2,3
2007,68.13,17.8,76650.0015258789,3.10637736,,8.64999961853027,36.36950236,74,0,2
2007,81.45365853658538,2.5,2380.00011444092,8.3535862,6.9443302154541,2.25,56.30002491,75,2,3
2007,80.50487804878051,2.5,66599.9984741211,6.88173389,5.49595022201538,9.38000011444092,85.12284793,76,0,3
2007,81.43414634146342,2.5,459369.995117188,8.13610077,4.10503005981445,6.07999992370605,95.67542043,77,2,3
2007,74.129,8.3,12020.0004577637,5.32057667,5.49022006988525,9.75,,78,5,2
2007,72.931,6.1,21090.0001525879,8.04956055,5.03999996185303,13.1000003814697,77.58259172,79,0,2
2007,82.50707317073172,2.5,1225069.94628906,7.77935696,3.27934002876282,3.89000010490417,76.09041232,80,0,3
2007,66.34,5.1,198389.999389648,2.70314932,2.83138990402222,7.26000022888184,,81,0,2
2007,57.463,26.9,9369.99988555908,5.99706697,,2.89100003242493,,82,1,1
2007,64.697,14.8,3660.00008583069,4.90268278,1.59930002689362,1.25999999046326,,83,0,1
2007,64.953,6.0,59.9999986588955,11.35285187,,,21.16329409,84,4,1
2007,73.807,2.5,70599.9984741211,1.92673659,2.57999992370605,1.5,100.0,85,0,3
2007,77.609,9.9,15039.999961853,8.55978775,2.58357000350952,8.97999954223633,11.5352286,86,0,1
2007,57.365,34.4,639.999985694885,10.79883385,,2.21300005912781,,87,1,0
2007,72.155,,49389.9993896484,2.43791389,,19.375,23.4345223,88,1,2
2007,75.037,11.8,13590.0001525879,3.95132089,2.25999999046326,5.96999979019165,,89,0,1
2007,42.854,12.4,439.999997615814,7.28075647,,29.6229991912842,22.38246425,90,1,1
2007,70.9,2.5,13210.000038147,5.7643218,4.59521007537842,4.25,82.80898258,91,2,3
2007,79.3829268292683,2.5,11109.9996566772,6.23472404,,4.07000017166138,91.10840338,92,2,3
2007,71.01951219512196,2.5,8529.99973297119,5.52228498,4.63328981399536,6.05000019073486,55.95503738,93,2,3
2007,73.009,5.5,46349.9984741211,5.42293549,,9.5600004196167,35.15795717,94,1,1
2007,,,,1.78815055,,,100.0,95,2,3
